,SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
Gask1b,41,54,16,10,13,14,16,17,30
Gria2,0,0,5,6,1,0,0,7,0
Glrb,1,0,5,10,0,0,1,19,0
Pdgfc,371,298,413,443,618,491,483,364,513
A830029E22Rik,0,0,0,0,0,0,0,0,0
Ctso,613,524,452,370,506,482,440,361,488
Tdo2,8,2,2,0,5,1,1,1,0
Asic5,0,0,0,0,0,0,0,0,0
Gucy1b1,0,0,1,5,5,1,2,2,2
Gucy1a1,0,3,8,2,3,1,7,7,2
Mir7010,0,0,0,0,0,0,0,0,0
Map9,0,2,1,3,2,4,0,0,0
Npy2r,0,0,0,0,0,0,0,1,0
Rbm46,0,0,0,0,0,0,0,0,0
Rbm46os,0,0,0,0,0,0,0,0,0
Lrat,0,0,0,1,1,0,0,0,2
Fgg,0,0,0,0,0,0,0,0,0
Fga,0,0,0,0,0,0,0,0,0
Fgb,0,0,0,0,0,0,0,0,0
Plrg1,575,574,373,268,347,426,284,226,316
Gm10710,0,0,0,0,0,0,0,0,0
Dchs2,0,0,0,0,0,0,0,0,0
1700028M03Rik,0,0,0,0,0,0,0,0,0
Sfrp2,0,7,3,1,1,0,1,0,0
Tlr2,4785,4774,10006,7068,12890,12389,4822,3834,5784
Tmem131l,257,152,168,211,301,206,208,139,203
Mnd1,1,1,0,1,0,0,0,0,0
Trim2,0,0,9,5,3,1,0,5,1
Gm6525,0,0,1,1,0,0,0,0,0
4930565D16Rik,0,0,0,0,0,0,0,0,0
Fhdc1,19,14,14,13,19,23,11,9,12
Arfip1,792,769,653,497,574,679,585,448,622
Gm35410,55,74,47,41,38,70,48,37,60
Tigd4,0,0,1,0,0,1,0,0,0
Tmem154,2121,1791,2640,1676,2197,3192,1871,1546,1913
Gm35486,5,12,5,2,5,4,3,9,11
Fbxw7,360,311,347,341,480,396,264,192,295
1700036G14Rik,0,0,0,0,0,0,0,0,0
Mir466k,0,0,0,0,0,0,0,0,0
Gatb,206,220,66,77,107,85,115,90,118
Fam160a1,0,0,3,3,2,1,1,0,0
Glt28d2,0,0,0,0,0,0,1,0,0
Sh3d19,13,12,4,2,11,12,7,4,6
Prss48,0,0,0,0,0,0,0,0,0
Rps3a1,3335,3199,2116,1840,2731,2494,2094,1906,2332
Snord73a,2,1,8,0,0,2,3,2,2
Snord73b,1,4,2,0,7,6,3,1,3
Lrba,101,110,91,77,120,113,59,65,83
Mab21l2,0,0,0,0,0,0,0,0,0
Dclk2,3,1,38,28,46,30,1,3,5
Cd1d2,1,1,0,5,8,6,0,1,0
Cd1d1,613,479,297,253,348,276,372,259,381
Kirrel,1,0,2,0,0,0,0,0,0
Fcrls,0,1,1,2,0,0,13,5,9
Cd5l,1,0,0,0,0,0,0,0,0
Fcrl1,3,1,4,5,4,5,5,2,3
Fcrl5,1,2,2,0,0,0,0,0,0
Gm40085,1,2,1,0,0,0,0,0,0
Etv3,438,377,525,393,618,609,242,196,350
Etv3l,0,0,0,0,0,0,0,0,0
Arhgef11,1498,1210,908,1004,1427,1125,929,738,1139
Gm6570,0,0,0,1,0,1,1,0,0
Lrrc71,230,199,151,185,205,150,160,130,204
Pear1,3,1,8,6,4,5,10,3,7
Ntrk1,0,0,0,0,0,0,0,0,0
Insrr,0,0,0,0,0,0,0,0,0
Sh2d2a,1,1,15,8,15,9,10,8,7
Prcc,576,541,345,319,455,445,385,309,470
Hdgf,2993,2846,1231,1057,1516,1542,1157,870,1415
Mrpl24,679,672,372,352,466,408,477,306,470
Rrnad1,448,395,250,204,326,319,303,216,335
Isg20l2,443,415,414,307,429,493,271,218,317
Crabp2,0,1,3,1,5,5,0,3,0
Nes,2,0,5,2,8,0,0,1,3
Bcan,0,3,2,5,0,1,0,4,0
Hapln2,0,0,2,2,0,1,0,2,0
Gm19439,0,0,0,1,0,0,0,1,0
Gpatch4,176,226,199,106,138,254,107,65,95
Naxe,630,531,286,241,383,309,310,246,325
Ttc24,0,0,0,0,0,0,0,0,0
Iqgap3,1406,1108,158,170,204,180,212,133,247
Mef2d,907,667,917,1025,1814,1289,815,646,1027
1700113A16Rik,59,29,44,68,102,79,49,42,58
Gm3764,0,1,4,0,0,1,0,1,0
Mir3093,0,0,0,0,0,0,0,0,0
Mir9-1,0,0,0,0,0,0,0,0,0
Gm25641,0,0,0,0,0,0,0,0,0
Rhbg,0,0,0,0,0,0,1,0,0
Tsacc,4,6,8,5,5,5,2,5,6
Cct3,2225,2431,1441,1136,1401,1655,1020,785,1127
Glmp,2513,2190,1542,1294,1822,1796,1283,1113,1678
Tmem79,53,60,35,41,35,55,37,34,35
Smg5,1048,883,1083,667,1020,1232,696,508,914
Paqr6,4,0,1,0,3,3,1,0,1
Bglap3,0,0,0,0,0,0,0,0,0
Bglap2,0,0,0,0,0,0,0,0,0
Bglap,1,0,0,0,0,0,0,0,0
Pmf1,503,527,90,82,119,136,123,98,146
Slc25a44,601,598,558,432,520,702,326,234,346
Sema4a,1912,1358,1834,1345,1845,1963,1711,1167,2054
Mir7011,0,0,0,0,0,0,0,0,0
Lmna,6525,6386,6879,5241,8168,7764,5946,4354,7558
Mex3a,6,7,4,2,4,3,1,3,8
Mir1905,1,1,0,0,0,1,0,0,1
Rab25,3,0,6,10,10,12,4,3,1
Lamtor2,1017,931,512,488,663,631,527,475,621
Ubqln4,698,632,512,454,555,555,484,376,551
Ssr2,1150,1187,601,500,658,682,519,388,563
Arhgef2,2960,2409,2883,1793,2545,3574,2285,1716,2747
Rxfp4,3,1,0,3,2,3,2,3,2
Khdc4,644,664,428,375,452,465,564,400,633
Rit1,602,476,506,331,526,587,409,357,470
Syt11,84,98,39,55,39,49,58,77,53
5830417I10Rik,225,227,88,94,82,100,154,110,163
1500004A13Rik,64,54,33,44,36,46,42,36,45
Gon4l,513,507,416,273,377,442,328,228,364
Msto1,225,213,143,106,114,128,137,73,166
Dap3,738,779,367,301,423,388,325,274,363
Ash1l,1067,924,891,677,715,935,784,567,982
Rusc1,333,278,313,291,375,331,308,218,317
Fdps,1201,1568,191,202,248,200,234,164,282
Pklr,0,0,0,0,0,0,0,0,0
Hcn3,0,2,1,2,1,1,1,3,1
Clk2,98,102,96,59,83,87,103,66,92
Gm45927,0,0,0,0,0,0,0,0,0
Scamp3,47,29,20,22,32,22,8,20,35
Fam189b,19,17,12,14,18,28,14,15,24
Gba,2617,2603,1547,1183,1715,1816,1142,1084,1626
Mtx1,526,463,419,281,418,475,256,199,317
Thbs3,71,74,118,118,131,135,142,110,185
Mir92b,0,0,0,0,0,0,0,0,0
Muc1,29,26,17,10,18,21,13,8,12
Trim46,238,192,171,130,129,185,217,137,247
Krtcap2,610,572,341,317,382,415,396,285,428
Dpm3,233,186,125,86,169,143,108,82,114
Slc50a1,325,276,212,191,228,226,202,140,246
Efna1,2,1,2,3,3,2,3,1,5
Efna3,0,0,0,0,0,0,0,0,0
Efna4,2,0,0,1,2,0,0,0,0
Adam15,1075,1049,901,771,1117,1137,742,612,874
Dcst1,2,3,0,0,3,1,1,2,3
Dcst2,16,14,9,5,10,20,7,14,10
Zbtb7b,1630,1445,1185,907,1209,1445,1232,979,1662
Gm15417,15,19,18,12,23,17,16,20,14
Lenep,44,33,33,12,18,25,26,20,25
Flad1,313,310,186,139,190,243,192,170,245
Cks1b,794,661,180,113,156,158,135,118,184
Shc1,1485,1214,1253,1189,1651,1539,1125,840,1318
Pygo2,1801,1452,1166,1117,1481,1459,1428,1071,1741
Pbxip1,2325,1668,2031,1860,2608,2703,1840,1396,2332
Pmvk,480,485,227,179,374,324,179,142,216
Kcnn3,4433,4165,2083,3308,3524,2515,3475,2809,4057
Adar,920,830,748,505,655,885,580,439,734
Chrnb2,68,45,47,36,48,54,31,24,32
4632404H12Rik,35,38,47,14,26,31,37,26,30
Ube2q1,1489,1294,1320,1020,1404,1505,940,793,1197
She,0,0,7,5,12,6,5,1,0
Il6ra,1172,906,874,1266,1898,1316,1391,1031,1590
Atp8b2,55,58,62,42,56,65,39,44,43
Hax1,208,202,104,96,122,127,122,75,138
Gm19710,15,15,13,11,15,16,10,10,15
Ubap2l,2799,2486,1325,1288,1654,1737,1370,1024,1826
Mir7669,0,0,0,0,1,2,0,0,1
4933434E20Rik,389,323,333,234,291,343,249,223,303
1700094D03Rik,54,49,54,33,46,58,44,27,61
Mir190b,0,0,0,0,0,0,0,0,0
Tpm3,4443,4590,2221,1822,2626,2713,2031,1533,2309
Nup210l,33,39,14,14,11,18,9,9,11
Rps27rt,0,0,0,0,0,0,0,0,0
Rps27,7,4,11,17,8,15,4,7,6
Rab13,61,59,29,29,33,43,31,27,35
Jtb,394,363,365,299,392,352,307,237,341
Creb3l4,14,5,6,3,11,7,7,2,5
Slc39a1,1612,1450,1322,958,1236,1417,880,761,1096
Crtc2,637,544,715,553,833,890,468,357,566
Dennd4b,2163,1973,2488,1562,2239,2974,1710,1282,2027
Mir7012,0,0,0,0,0,1,0,0,0
Gatad2b,1064,935,752,854,1090,966,852,736,954
Slc27a3,50,58,18,7,6,10,20,20,36
Ints3,922,834,339,533,515,415,593,466,647
Npr1,22,12,25,18,26,19,11,15,21
Ilf2,952,868,297,305,302,292,330,261,387
Snapin,717,629,434,346,558,542,428,373,534
Chtop,1486,1436,956,873,1152,1149,857,678,1027
S100a1,1233,1036,1023,847,1194,1208,779,818,959
S100a13,419,358,221,191,273,274,275,233,317
S100a14,1,0,2,2,3,0,2,2,1
S100a16,0,1,6,2,2,4,2,7,2
S100a3,0,0,0,0,0,0,0,0,0
S100a2,0,0,0,0,0,0,0,0,0
S100a4,21,34,22,28,19,27,45,31,56
S100a5,0,0,0,0,2,0,0,0,0
S100a6,41,35,38,28,50,38,85,50,89
S100a7a,1,0,0,0,0,0,0,0,0
S100a8,134,128,42,44,40,32,37,19,44
S100a9,1,3,6,2,5,3,6,3,14
Pglyrp4,0,0,0,0,0,0,0,0,0
4930529C04Rik,0,0,0,0,0,0,0,0,0
S100a7l2,0,0,0,0,0,0,0,0,0
Gm36323,0,0,0,0,0,0,0,0,0
Gm35185,0,0,0,0,0,0,0,0,0
Pglyrp3,0,0,0,0,0,0,0,0,0
Lor,0,0,0,0,1,0,0,0,0
Prr9,0,0,0,0,0,0,0,0,0
Lelp1,0,0,0,0,0,0,0,0,0
Sprr2a2,0,0,0,0,0,0,0,0,0
Sprr2a1,0,0,0,0,0,0,0,0,0
Sprr2a3,0,0,0,0,0,0,0,0,0
Sprr2b,0,0,0,0,0,0,0,0,0
Sprr2d,0,0,0,0,0,0,0,0,0
Sprr2e,0,0,0,0,0,0,0,0,0
Sprr2f,0,0,0,0,0,0,0,0,0
Sprr2g,0,0,0,0,0,0,0,0,0
Sprr2h,0,0,0,0,0,0,0,0,0
Sprr2i,0,0,0,0,0,0,0,0,0
Sprr2j-ps,0,0,0,0,0,0,0,0,0
Sprr2k,0,0,0,0,0,0,0,0,0
Sprr1b,0,0,0,0,0,0,0,0,0
Sprr3,0,0,0,0,0,0,0,0,0
Sprr1a,0,0,0,0,0,0,0,0,0
Sprr4,0,0,0,0,0,0,0,0,0
Ivl,0,0,0,0,0,0,0,0,0
Smcp,0,0,0,0,0,0,0,0,0
Lce6a,0,0,0,0,0,0,0,0,0
Lce1a1,0,0,0,0,0,0,0,0,0
Lce1b,0,0,0,0,0,0,0,0,0
Lce1a2,0,0,0,0,0,0,0,0,0
Lce1c,0,0,0,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0,0,0,0
Lce1e,0,0,0,0,0,0,0,0,0
Lce1f,0,0,0,0,0,0,0,0,0
Lce1g,0,0,0,0,0,0,0,0,0
Lce1h,0,0,0,0,0,0,0,0,0
Lce1i,0,0,0,0,0,0,0,0,0
Lce1j,0,0,0,0,0,0,0,0,0
Lce1k,0,0,0,0,0,0,0,0,0
Kprp,0,0,0,0,0,0,0,0,0
Lce1l,0,0,0,0,0,0,0,0,0
2310050C09Rik,0,0,0,0,0,0,0,0,0
Lce3a,0,0,0,0,0,0,0,0,0
Lce3b,0,0,0,0,0,0,0,0,0
Lce3c,0,0,0,0,0,0,0,0,0
Lce3d,0,0,0,0,0,0,0,0,0
Lce3e,0,0,0,0,0,0,0,0,0
Lce3f,0,0,0,0,0,0,0,0,0
Crct1,0,0,0,0,0,0,0,0,0
Lce1m,1,0,0,0,0,0,0,0,0
Tdpoz8,0,0,0,0,0,0,0,0,0
Crnn,0,0,0,0,0,0,0,0,0
Flg2,0,0,0,0,0,0,0,0,0
Hrnr,0,0,0,0,0,0,0,0,0
Rptn,0,0,0,0,0,0,0,0,0
Tchh,265,209,157,154,253,239,201,145,252
Tchhl1,0,0,0,0,0,0,0,0,0
S100a11,1424,1180,1578,1572,2186,2109,1499,1389,1648
S100a10,3161,3012,2529,2203,3161,2829,2271,1983,2660
Tdpoz2,0,0,0,0,0,0,0,0,0
Tdpoz1,0,0,0,0,0,0,0,0,0
Tdpoz4,0,0,0,0,0,0,0,0,0
Tdpoz3,0,0,0,0,0,0,0,0,0
Tdpoz9,0,0,0,0,0,0,0,0,0
Tdpoz7,0,0,0,0,0,0,0,0,0
Tdpoz5,0,0,0,0,0,0,0,0,0
Spopfm2,0,0,0,0,0,0,0,0,0
Them4,62,69,46,33,49,44,43,36,53
Them5,0,0,0,0,0,0,0,0,0
C2cd4d,0,0,0,0,0,0,0,0,0
Rorc,1,1,6,6,3,1,1,3,3
Lingo4,0,0,0,0,0,0,0,1,2
1700040D17Rik,0,2,1,0,1,0,0,0,1
Tdrkh,136,141,48,52,50,39,69,43,68
Oaz3,3,5,3,3,6,3,1,0,3
Mrpl9,466,418,336,235,366,384,222,209,283
Riiad1,6,2,9,4,5,8,7,2,5
Celf3,22,15,16,12,22,17,22,14,27
Snx27,2136,1910,1045,1137,1345,1271,1407,1182,1706
Tuft1,21,7,15,11,22,19,11,6,11
BC021767,0,0,0,0,0,0,0,0,0
Selenbp2,0,0,1,0,0,0,0,0,0
Cgn,1,0,1,0,0,2,2,0,3
Pogz,462,408,363,297,532,419,313,262,431
Psmb4,1764,1778,946,710,1117,1112,709,590,807
Selenbp1,80,77,21,28,45,45,37,34,44
Rfx5,246,195,147,179,243,226,172,137,208
Pi4kb,691,602,422,346,490,546,433,295,499
Mir7013,1,2,0,1,2,2,0,0,1
Zfp687,302,271,171,194,247,268,151,117,216
Psmd4,1355,1281,905,717,1012,1050,741,585,831
Pip5k1a,376,337,287,207,303,377,242,217,263
Vps72,426,398,269,243,303,292,275,236,286
Tmod4,11,5,8,6,8,11,2,6,3
Scnm1,206,188,80,103,114,109,129,97,156
Lysmd1,21,21,10,8,14,12,27,14,18
Tnfaip8l2,663,506,355,372,424,390,606,459,686
Sema6c,3,5,3,2,9,1,4,6,3
Gabpb2,1532,1271,982,660,1012,1030,879,645,1047
Gm16740,45,27,30,25,36,31,32,21,35
Mllt11,98,75,65,43,61,58,66,59,70
Cdc42se1,2873,2746,2535,1577,2053,2468,1620,1346,1906
Gm128,7,3,10,9,6,7,2,11,9
Bnipl,5,2,6,4,7,5,2,1,3
Prune1,343,283,348,223,354,389,178,162,210
Mindy1,382,462,668,356,553,623,244,232,291
Anxa9,37,43,33,25,20,28,20,18,25
Cers2,1798,1576,1475,1122,1552,1706,1068,776,1277
Setdb1,799,654,547,438,479,656,497,423,633
4930558C23Rik,0,0,0,0,0,0,0,0,0
Gm4349,2,0,0,2,0,0,0,0,0
Arnt,883,836,692,586,948,911,574,460,704
Ctsk,6137,7250,4320,2919,3827,4266,2853,2710,3579
Ctss,30468,29406,25230,23043,34866,30686,24742,22985,27335
Hormad1,0,0,0,4,2,1,0,0,1
Golph3l,565,631,295,276,394,405,432,422,576
Ensa,1208,1095,654,730,864,811,933,773,1080
Mcl1,7781,7287,6453,6142,10062,9868,7418,5899,8733
Adamtsl4,606,703,832,647,818,1048,528,371,570
Ecm1,233,269,194,165,164,184,112,111,185
Mir7014,0,1,1,0,1,1,0,1,0
Tars2,516,557,364,205,300,360,284,200,296
Rprd2,858,771,759,514,909,958,621,491,737
Prpf3,526,505,318,217,260,375,270,200,307
Mrps21,339,335,211,199,271,236,216,179,257
C920021L13Rik,30,27,17,24,32,24,23,28,20
Ciart,5,7,6,6,12,7,3,0,4
BC028528,43,38,40,40,58,38,32,45,32
Aph1a,490,441,392,327,499,424,308,270,376
Car14,30,29,33,16,37,46,24,16,21
Anp32e,1869,1968,744,586,740,773,532,423,581
Gm9054,1,0,1,0,1,2,0,0,1
Plekho1,103,121,330,241,437,396,107,69,109
Vps45,369,370,108,145,184,165,179,142,203
Otud7b,321,285,226,174,258,251,200,179,243
Mtmr11,7,3,1,7,7,3,7,0,1
Sf3b4,311,300,209,136,244,258,169,118,186
Sv2a,4,5,13,12,1,1,2,8,0
Bola1,95,91,42,29,41,45,57,41,41
H2ac21,1,1,1,1,1,1,0,0,1
H2ac20,2,0,0,0,0,2,2,3,1
H2bc21,42,23,15,26,20,13,39,23,52
H3c15,0,0,0,0,0,0,0,0,0
H3c14,0,0,0,0,0,0,0,0,0
H2ac18,0,0,0,0,0,0,0,0,0
H2ac19,0,0,0,0,0,0,0,0,0
H4c14,4,1,0,2,3,1,0,0,2
H3c13,1,0,0,0,1,0,0,0,1
H2bc18,0,6,1,0,3,0,0,0,1
Fcgr1,704,548,432,441,596,539,555,402,522
Rnu1b6,0,0,0,0,0,0,0,0,0
Platr30,0,0,0,0,0,0,0,0,0
Gm26689,0,0,0,0,0,0,0,0,0
Rnu1b1,0,0,0,0,0,0,0,0,0
Rnu1b2,0,0,0,0,0,0,0,0,0
Terc,1,0,0,1,0,0,0,0,2
BC107364,1,0,1,0,0,0,0,0,0
Hjv,0,0,0,0,0,0,0,0,0
Gm15441,1167,699,2050,1349,1966,1873,1618,1004,2484
Txnip,4496,2711,8209,5494,7397,6902,6853,4225,9422
Polr3gl,168,141,119,96,94,110,87,96,136
Ankrd34a,0,0,0,0,4,0,0,0,2
Lix1l,74,76,64,71,80,60,60,56,69
6330549D23Rik,5,10,6,3,0,1,3,1,1
Rbm8a,779,801,496,400,560,628,341,288,421
Pex11b,283,283,152,135,186,257,177,126,230
Itga10,37,33,18,15,10,18,23,14,20
Ankrd35,8,10,1,0,1,3,1,3,5
Pias3,228,179,161,130,195,160,153,108,202
Nudt17,5,15,3,7,7,11,7,3,5
Polr3c,486,454,379,254,401,386,273,208,347
Rnf115,861,830,587,515,772,702,492,476,566
Cd160,10,8,6,10,13,6,9,12,9
4930442L01Rik,0,1,1,0,0,0,3,0,0
Pdzk1,66,60,42,37,54,57,36,23,52
Gpr89,257,240,153,135,189,156,112,112,162
Gja8,0,0,1,0,0,2,0,0,0
Gja5,0,0,0,0,0,1,1,1,0
4930573H18Rik,0,0,0,0,0,0,0,0,0
Acp6,274,214,89,96,114,109,124,121,156
Bcl9,153,129,86,126,96,99,87,77,134
Olfr1402,0,0,0,0,0,0,0,0,0
Chd1l,319,286,168,141,166,203,130,112,138
Fmo5,64,57,64,108,103,75,101,107,137
Prkab2,110,81,137,153,257,175,160,117,220
Pde4dip,1290,1149,864,764,984,1132,952,779,1207
Mir7225,0,0,0,0,0,0,0,0,0
Sec22b,789,772,549,421,600,594,377,318,405
Gm5544,0,1,0,0,1,3,1,1,0
Notch2,4574,4122,4469,3773,4777,5275,3418,2592,3666
Adam30,4,0,7,2,16,10,4,0,1
Reg4,0,0,0,0,0,0,0,0,0
Hmgcs2,0,2,0,1,1,0,0,0,1
Phgdh,1381,1062,722,667,933,887,859,656,970
Zfp697,11,13,12,3,5,9,4,9,10
Gm4450,0,0,0,0,0,0,0,0,0
Gm10681,0,0,0,0,0,0,0,0,0
Hsd3b4,0,0,0,0,0,0,0,0,0
Hsd3b5,0,0,0,0,0,0,0,0,0
Hsd3b2,0,0,0,0,0,0,0,0,0
Hsd3b3,0,0,0,0,0,0,0,0,0
Hsd3b6,0,0,0,0,0,0,0,0,0
Hsd3b1,0,0,0,0,0,0,0,0,0
Hao2,0,0,0,0,0,0,0,0,0
Gm12440,0,0,0,0,0,0,0,0,0
Wars2,138,104,85,62,81,116,69,46,105
Mir6481,0,1,0,0,0,1,4,0,2
Tbx15,1,2,0,1,6,4,0,0,1
Spag17,62,60,45,37,54,66,43,30,51
Wdr3,628,609,582,387,570,657,420,314,477
Gdap2,354,354,225,177,277,312,180,142,207
4930406D18Rik,0,0,0,0,1,0,0,0,0
Tent5c,20,23,54,50,111,114,12,10,10
Man1a2,884,823,540,564,835,785,641,491,719
Gm43464,1,0,2,2,3,0,1,1,4
Vtcn1,0,0,0,0,0,0,0,0,0
Trim45,54,44,22,26,23,27,36,33,37
Ttf2,1147,986,357,304,408,389,384,330,476
Cd101,843,647,248,193,352,288,405,265,476
Ptgfrn,4528,4047,2503,2327,3263,3260,2432,1994,3045
Cd2,1648,1579,2377,2133,3201,2585,2056,1828,2664
Gm32900,0,0,0,0,0,0,0,0,0
Igsf3,132,117,107,74,91,121,58,58,116
Atp1a1,9756,8959,6326,5021,7358,8049,4659,3467,5743
Mab21l3,2,4,4,0,8,2,1,0,2
Slc22a15,85,66,126,56,144,138,46,24,33
Nhlh2,0,0,0,1,0,0,0,0,0
Casq2,0,0,0,0,0,0,0,0,0
Vangl1,0,0,1,0,0,0,0,0,1
A230001M10Rik,0,0,0,0,0,0,1,0,0
Ngf,0,0,0,0,0,0,0,0,0
Tspan2os,0,0,0,0,0,0,0,0,0
Tspan2,3,3,15,14,14,7,13,18,6
Tshb,0,0,0,1,0,0,0,0,0
Sycp1,0,2,37,14,26,27,0,4,0
Nr1h5,0,0,0,0,0,0,0,0,0
Sike1,360,302,223,186,241,272,276,221,304
Csde1,4713,4395,3356,2749,3814,4150,2698,2216,2908
Nras,1530,1484,1175,986,1340,1407,938,828,1133
Ampd1,0,2,3,1,1,1,0,0,0
Dennd2c,10,6,3,0,4,1,2,1,3
Bcas2,667,622,394,308,419,430,301,259,362
Trim33,546,489,379,325,383,482,383,358,436
Syt6,2,1,1,1,1,2,0,2,1
Olfml3,3,1,5,4,1,4,5,2,2
Hipk1,3349,2928,2182,2551,3577,2863,2769,2135,3244
Dclre1b,520,537,280,260,338,368,384,286,412
Gm15471,72,62,34,21,37,41,43,43,73
Ap4b1,321,289,263,173,272,278,218,169,258
Bcl2l15,0,0,1,2,2,1,0,2,0
Ptpn22,20,16,57,15,46,23,25,18,18
Rsbn1,463,355,317,377,496,471,341,295,384
Phtf1os,157,134,119,130,176,135,145,102,151
Phtf1,392,370,208,209,284,279,242,202,288
Magi3,136,134,28,41,59,36,51,40,57
Lrig2,215,164,209,158,271,251,228,140,242
Slc16a1,517,512,330,175,246,442,157,128,188
Tafa3,40,20,14,16,20,18,29,19,47
Ppm1j,228,190,258,137,173,246,195,132,239
Rhoc,1205,993,1162,799,1220,1378,934,798,1085
Mov10,165,100,131,99,183,196,125,79,138
Capza1,1328,1317,881,668,1014,1024,759,588,836
St7l,224,223,278,201,288,266,187,180,234
Wnt2b,15,12,26,11,33,24,8,14,19
Cttnbp2nl,2620,2377,3059,2497,4440,4062,2183,1836,2592
4930564D02Rik,0,0,0,0,0,0,0,0,0
Kcnd3os,0,0,0,0,0,0,0,0,0
Kcnd3,0,0,2,4,2,1,1,5,0
Ddx20,286,267,204,157,204,253,129,103,155
Inka2,20,32,63,19,21,42,18,17,37
Rap1a,1083,1004,724,676,878,865,750,629,802
Gm5547,3,3,7,8,4,11,7,7,7
Tmigd3,2,0,3,0,2,2,4,4,6
Adora3,19,18,15,9,11,17,11,7,13
I830077J02Rik,286,229,136,149,213,215,234,146,249
Atp5pb,2439,2396,1225,924,1376,1409,1107,915,1211
Wdr77,553,492,426,334,373,477,332,252,360
Ovgp1,5,4,8,5,7,6,4,4,6
Pifo,0,0,0,0,0,0,0,0,0
Chil5,3,3,1,0,1,0,1,3,1
Chia1,2,4,1,0,1,0,0,3,2
Chil3,212903,158512,77951,89074,103912,100803,125931,94410,144378
Chil4,27,20,16,16,15,13,12,14,16
Chil6,0,3,0,0,0,1,0,0,1
2010016I18Rik,55,51,38,19,23,22,70,54,95
Dennd2d,201,156,140,81,103,145,149,111,154
Cept1,1170,939,697,747,1015,916,945,767,989
Dram2,802,686,631,643,815,841,664,566,654
Lrif1,348,320,273,208,260,270,303,240,253
Cd53,5673,5008,4556,3596,5218,5253,3557,3085,3897
Olfr266,0,0,0,0,0,0,0,0,0
Kcna3,1214,799,744,1279,1673,1065,1599,1264,2219
AI504432,4200,3069,2572,4210,4862,3133,5971,5179,7416
Kcna2,0,2,9,5,1,2,5,12,2
Kcna10,0,0,0,0,0,0,0,0,0
Cym,0,0,0,1,0,0,0,0,1
A630076J17Rik,0,0,0,0,0,0,0,0,0
Prok1,0,0,0,0,0,0,0,0,0
Lamtor5,603,531,308,265,383,371,299,249,330
Slc16a4,16,8,3,10,4,12,11,9,5
Rbm15,465,429,207,228,382,303,219,121,237
Kcnc4,0,0,0,0,0,0,0,3,0
Slc6a17,0,0,1,2,0,0,3,5,0
Ubl4b,0,0,0,0,0,0,0,0,0
Alx3,0,0,0,0,0,0,0,0,0
Strip1,521,383,391,347,487,481,282,218,362
Ahcyl1,1377,1229,902,697,969,1035,634,497,774
Csf1,4,8,100,54,89,60,13,4,10
Eps8l3,11,2,13,3,4,7,2,2,3
4933431E20Rik,43,23,22,18,27,23,18,28,29
Gstm5,54,46,34,39,44,35,23,28,27
Gstm7,0,1,1,0,0,0,0,0,0
Gstm6,0,1,0,0,0,0,0,1,0
Gstm3,1,0,0,0,0,0,0,0,0
Gstm2,0,0,1,0,0,2,2,2,1
Gstm1,1313,1022,1289,1221,1691,1507,1230,1119,1534
Gstm4,220,211,124,93,157,135,105,96,135
Ampd2,737,654,638,507,599,716,507,390,651
Gm12500,62,52,60,33,49,60,47,27,47
Gnat2,0,0,3,0,2,0,0,0,0
Gnai3,2755,2521,2003,1764,2424,2237,1677,1423,1953
Gpr61,0,0,0,0,0,0,0,0,0
Amigo1,94,72,18,34,29,18,47,21,74
Cyb561d1,291,268,300,284,407,304,250,214,356
Atxn7l2,49,46,66,54,68,54,36,30,64
Sypl2,3,2,0,0,0,1,0,0,0
Psma5,613,632,398,259,368,397,275,233,333
Sort1,23081,17361,16126,13797,21564,22295,13311,10822,16855
Mybphl,0,2,4,1,9,6,1,0,3
Gm12522,1,1,0,1,2,9,0,0,1
Psrc1,181,134,17,28,27,23,43,35,47
Celsr2,26,21,15,20,13,19,10,15,21
Sars,1585,1533,1164,927,1372,1406,888,752,1096
Elapor1,2,1,0,1,0,3,1,1,1
1700013F07Rik,0,0,0,0,0,0,0,0,0
Scarna2,0,1,2,0,1,0,1,1,0
Tmem167b,667,545,574,420,688,650,412,325,513
Taf13,158,196,123,87,139,158,100,103,92
Wdr47,246,210,193,161,205,227,174,146,208
Clcc1,696,679,422,357,528,522,393,283,430
Gpsm2,479,485,69,97,100,99,96,68,149
Aknad1,0,0,0,0,0,0,0,0,0
Stxbp3,500,452,616,431,818,821,516,443,590
Fndc7,4,10,6,7,1,11,7,2,4
Prpf38b,1285,1224,957,878,1249,1176,908,713,1109
Henmt1,0,0,0,1,3,1,0,0,2
Fam102b,554,517,677,728,904,573,843,580,1242
Slc25a54,0,0,0,0,0,0,0,0,0
Slc25a24,1617,1506,1055,867,1105,1169,937,753,1056
Vav3,193,144,171,159,207,208,113,109,145
Ntng1,0,0,0,0,0,0,0,3,0
Prmt6,159,173,267,178,229,282,140,96,129
Gm6602,0,0,0,0,0,0,0,0,0
Amy2b,0,0,0,0,0,0,0,0,0
Amy2a5,0,0,0,0,0,0,0,0,0
Amy2a4,0,0,0,0,0,0,0,0,0
Amy2a3,0,0,0,0,0,0,0,0,0
Amy2a2,0,0,0,0,0,0,0,0,0
